"AID","Date","GPS.Latitude","GPS.Longitude","Acquisition.Time","Acquisition.Start.Time","GPS.Fix.Time","GPS.Fix.Attempt","GPS.UTM.Zone","GPS.UTM.Northing","GPS.UTM.Easting","GPS.Horizontal.Error","Satellite.Uplink","Receive.Time","Repetition.Count","Low.Voltage","Mortality","Predeployment.Data","Error","Serial_Number","DateTime","StartTrack","Status"
"WR_MD008",2021-03-02,43.250384,-109.192042,"2021.03.02 00:01:30","2021.03.02 00:00:00","2021.03.02 00:01:30","Succeeded","12T",4790207,646765,22.5,"",2021-03-01 17:14:01,1,"","","No",NA,"708483A",2021-03-01 17:01:30,2021-03-01,NA
"WR_MD008",2021-03-03,43.227468,-109.200625,"2021.03.03 00:01:30","2021.03.03 00:00:00","2021.03.03 00:01:30","Succeeded","12T",4787647,646123,7.5,"",2021-03-02 17:14:00,1,"","","No",NA,"708483A",2021-03-02 17:01:30,2021-03-01,NA
"WR_MD008",2021-03-04,43.228154,-109.199252,"2021.03.04 00:01:30","2021.03.04 00:00:00","2021.03.04 00:01:30","Succeeded","12T",4787726,646233,22.5,"",2021-03-03 17:14:00,1,"","","No",NA,"708483A",2021-03-03 17:01:30,2021-03-01,NA
"WR_MD008",2021-03-05,43.226609,-109.196248,"2021.03.05 00:00:30","2021.03.05 00:00:00","2021.03.05 00:00:30","Succeeded","12T",4787559,646481,7.5,"",2021-03-04 17:22:46,1,"","","No",NA,"708483A",2021-03-04 17:00:30,2021-03-01,NA
"WR_MD008",2021-03-06,43.239999,-109.181228,"2021.03.06 00:00:30","2021.03.06 00:00:00","2021.03.06 00:00:30","Succeeded","12T",4789073,647668,7.5,"",2021-03-05 17:14:01,1,"","","No",NA,"708483A",2021-03-05 17:00:30,2021-03-01,NA
"WR_MD008",2021-03-07,43.23751,-109.199424,"2021.03.07 00:00:30","2021.03.07 00:00:00","2021.03.07 00:00:30","Succeeded","12T",4788764,646197,7.5,"",2021-03-06 17:14:00,1,"","","No",NA,"708483A",2021-03-06 17:00:30,2021-03-01,NA
"WR_MD008",2021-03-08,43.241973,-109.18097,"2021.03.08 00:01:30","2021.03.08 00:00:00","2021.03.08 00:01:30","Succeeded","12T",4789292,647685,7.5,"",2021-03-07 17:14:00,1,"","","No",NA,"708483A",2021-03-07 17:01:30,2021-03-01,NA
"WR_MD008",2021-03-09,43.239999,-109.180284,"2021.03.09 00:00:30","2021.03.09 00:00:00","2021.03.09 00:00:30","Succeeded","12T",4789074,647745,7.5,"",2021-03-08 17:14:00,1,"","","No",NA,"708483A",2021-03-08 17:00:30,2021-03-01,NA
"WR_MD008",2021-03-10,43.240256,-109.194102,"2021.03.10 00:01:30","2021.03.10 00:00:00","2021.03.10 00:01:30","Succeeded","12T",4789079,646622,52.5,"",2021-03-09 17:14:01,1,"","","No",NA,"708483A",2021-03-09 17:01:30,2021-03-01,NA
"WR_MD008",2021-03-11,43.24944,-109.194016,"2021.03.11 00:00:30","2021.03.11 00:00:00","2021.03.11 00:00:30","Succeeded","12T",4790099,646607,7.5,"",2021-03-10 17:14:00,1,"","","No",NA,"708483A",2021-03-10 17:00:30,2021-03-01,NA
"WR_MD008",2021-03-12,43.253131,-109.188867,"2021.03.12 00:00:30","2021.03.12 00:00:00","2021.03.12 00:00:30","Succeeded","12T",4790518,647017,7.5,"",2021-03-11 17:14:01,1,"","","No",NA,"708483A",2021-03-11 17:00:30,2021-03-01,NA
"WR_MD008",2021-03-13,43.2515,-109.189382,"2021.03.13 00:01:30","2021.03.13 00:00:00","2021.03.13 00:01:30","Succeeded","12T",4790336,646979,7.5,"",2021-03-12 17:22:46,1,"","","No",NA,"708483A",2021-03-12 17:01:30,2021-03-01,NA
"WR_MD008",2021-03-14,43.254247,-109.209895,"2021.03.14 00:00:30","2021.03.14 00:00:00","2021.03.14 00:00:30","Succeeded","12T",4790605,645307,7.5,"",2021-03-13 17:14:01,1,"","","No",NA,"708483A",2021-03-13 17:00:30,2021-03-01,NA
"WR_MD008",2021-03-15,43.2515,-109.207921,"2021.03.15 00:00:30","2021.03.15 00:00:00","2021.03.15 00:00:30","Succeeded","12T",4790303,645474,7.5,"",2021-03-14 18:14:00,1,"","","No",NA,"708483A",2021-03-14 18:00:30,2021-03-01,NA
"WR_MD008",2021-03-16,43.258023,-109.208522,"2021.03.16 00:00:30","2021.03.16 00:00:00","2021.03.16 00:00:30","Succeeded","12T",4791027,645409,7.5,"",2021-03-15 18:14:00,1,"","","No",NA,"708483A",2021-03-15 18:00:30,2021-03-01,NA
"WR_MD008",2021-03-17,43.252873,-109.207492,"2021.03.17 00:01:30","2021.03.17 00:00:00","2021.03.17 00:01:30","Succeeded","12T",4790456,645505,52.5,"",2021-03-16 18:14:01,1,"","","No",NA,"708483A",2021-03-16 18:01:30,2021-03-01,NA
"WR_MD008",2021-03-18,43.254504,-109.20732,"2021.03.18 00:00:30","2021.03.18 00:00:00","2021.03.18 00:00:30","Succeeded","12T",4790638,645515,7.5,"",2021-03-17 18:14:00,1,"","","No",NA,"708483A",2021-03-17 18:00:30,2021-03-01,NA
"WR_MD008",2021-03-19,43.253732,-109.205432,"2021.03.19 00:00:30","2021.03.19 00:00:00","2021.03.19 00:00:30","Succeeded","12T",4790555,645670,7.5,"",2021-03-18 18:14:01,1,"","","No",NA,"708483A",2021-03-18 18:00:30,2021-03-01,NA
"WR_MD008",2021-03-20,43.242745,-109.200282,"2021.03.20 00:01:30","2021.03.20 00:00:00","2021.03.20 00:01:30","Succeeded","12T",4789344,646115,7.5,"",2021-03-19 18:14:01,1,"","","No",NA,"708483A",2021-03-19 18:01:30,2021-03-01,NA
"WR_MD008",2021-03-21,43.247724,-109.197536,"2021.03.21 00:01:30","2021.03.21 00:00:00","2021.03.21 00:01:30","Succeeded","12T",4789902,646326,7.5,"",2021-03-20 18:14:01,1,"","","No",NA,"708483A",2021-03-20 18:01:30,2021-03-01,NA
"WR_MD008",2021-03-22,43.252187,-109.187064,"2021.03.22 00:01:30","2021.03.22 00:00:00","2021.03.22 00:01:30","Succeeded","12T",4790416,647165,37.5,"",2021-03-21 18:14:00,1,"","","No",NA,"708483A",2021-03-21 18:01:30,2021-03-01,NA
"WR_MD008",2021-03-23,43.249612,-109.179425,"2021.03.23 00:02:30","2021.03.23 00:00:00","2021.03.23 00:02:30","Succeeded","12T",4790143,647792,52.5,"",2021-03-22 18:14:00,1,"","","No",NA,"708483A",2021-03-22 18:02:30,2021-03-01,NA
"WR_MD008",2021-03-24,43.250127,-109.1923,"2021.03.24 00:00:30","2021.03.24 00:00:00","2021.03.24 00:00:30","Succeeded","12T",4790178,646745,7.5,"",2021-03-23 18:14:00,1,"","","No",NA,"708483A",2021-03-23 18:00:30,2021-03-01,NA
"WR_MD008",2021-03-25,43.255105,-109.188352,"2021.03.25 00:00:30","2021.03.25 00:00:00","2021.03.25 00:00:30","Succeeded","12T",4790738,647054,7.5,"",2021-03-24 18:14:01,1,"","","No",NA,"708483A",2021-03-24 18:00:30,2021-03-01,NA
"WR_MD008",2021-03-26,43.248582,-109.187751,"2021.03.26 00:00:30","2021.03.26 00:00:00","2021.03.26 00:00:30","Succeeded","12T",4790014,647118,22.5,"",2021-03-25 18:14:00,1,"","","No",NA,"708483A",2021-03-25 18:00:30,2021-03-01,NA
"WR_MD008",2021-03-27,43.244376,-109.196334,"2021.03.27 00:01:30","2021.03.27 00:00:00","2021.03.27 00:01:30","Succeeded","12T",4789532,646431,7.5,"",2021-03-26 18:14:00,1,"","","No",NA,"708483A",2021-03-26 18:01:30,2021-03-01,NA
"WR_MD008",2021-03-28,43.2406,-109.195647,"2021.03.28 00:01:30","2021.03.28 00:00:00","2021.03.28 00:01:30","Succeeded","12T",4789114,646496,22.5,"",2021-03-27 18:14:01,1,"","","No",NA,"708483A",2021-03-27 18:01:30,2021-03-01,NA
"WR_MD008",2021-03-29,43.235364,-109.189982,"2021.03.29 00:01:30","2021.03.29 00:00:00","2021.03.29 00:01:30","Succeeded","12T",4788543,646969,7.5,"",2021-03-28 18:23:09,1,"","","No",NA,"708483A",2021-03-28 18:01:30,2021-03-01,NA
"WR_MD008",2021-03-30,43.240256,-109.202943,"2021.03.30 00:01:30","2021.03.30 00:00:00","2021.03.30 00:01:30","Succeeded","12T",4789063,645905,37.5,"",2021-03-29 18:14:00,1,"","","No",NA,"708483A",2021-03-29 18:01:30,2021-03-01,NA
"WR_MD008",2021-03-31,43.246007,-109.204659,"2021.03.31 00:01:30","2021.03.31 00:00:00","2021.03.31 00:01:30","Succeeded","12T",4789699,645752,37.5,"",2021-03-30 18:23:08,1,"","","No",NA,"708483A",2021-03-30 18:01:30,2021-03-01,NA
"WR_MD008",2021-04-01,43.237252,-109.204402,"2021.04.01 00:01:30","2021.04.01 00:00:00","2021.04.01 00:01:30","Succeeded","12T",4788727,645793,22.5,"",2021-03-31 18:14:00,1,"","","No",NA,"708483A",2021-03-31 18:01:30,2021-03-01,NA
"WR_MD008",2021-04-02,43.229442,-109.202857,"2021.04.02 00:00:30","2021.04.02 00:00:00","2021.04.02 00:00:30","Succeeded","12T",4787862,645937,7.5,"",2021-04-01 18:30:29,1,"","","No",NA,"708483A",2021-04-01 18:00:30,2021-03-01,NA
"WR_MD008",2021-04-03,43.226695,-109.197278,"2021.04.03 00:01:30","2021.04.03 00:00:00","2021.04.03 00:01:30","Succeeded","12T",4787567,646397,22.5,"",2021-04-02 18:14:01,1,"","","No",NA,"708483A",2021-04-02 18:01:30,2021-03-01,NA
"WR_MD008",2021-04-04,43.225923,-109.201312,"2021.04.04 00:01:30","2021.04.04 00:00:00","2021.04.04 00:01:30","Succeeded","12T",4787474,646071,7.5,"",2021-04-03 18:14:00,1,"","","No",NA,"708483A",2021-04-03 18:01:30,2021-03-01,NA
"WR_MD008",2021-04-05,43.239913,-109.197364,"2021.04.05 00:00:30","2021.04.05 00:00:00","2021.04.05 00:00:30","Succeeded","12T",4789035,646358,7.5,"",2021-04-04 18:14:00,1,"","","No",NA,"708483A",2021-04-04 18:00:30,2021-03-01,NA
"WR_MD008",2021-04-06,43.22515,-109.199681,"2021.04.06 00:01:30","2021.04.06 00:00:00","2021.04.06 00:01:30","Succeeded","12T",4787391,646206,7.5,"",2021-04-05 18:14:00,1,"","","No",NA,"708483A",2021-04-05 18:01:30,2021-03-01,NA
"WR_MD008",2021-04-07,43.239055,-109.198909,"2021.04.07 00:00:30","2021.04.07 00:00:00","2021.04.07 00:00:30","Succeeded","12T",4788937,646235,7.5,"",2021-04-06 18:23:08,1,"","","No",NA,"708483A",2021-04-06 18:00:30,2021-03-01,NA
"WR_MD008",2021-04-08,43.241973,-109.194875,"2021.04.08 00:00:30","2021.04.08 00:00:00","2021.04.08 00:00:30","Succeeded","12T",4789268,646556,7.5,"",2021-04-07 18:14:00,1,"","","No",NA,"708483A",2021-04-07 18:00:30,2021-03-01,NA
"WR_MD008",2021-04-09,43.241544,-109.204831,"2021.04.09 00:01:30","2021.04.09 00:00:00","2021.04.09 00:01:30","Succeeded","12T",4789203,645748,7.5,"",2021-04-08 18:30:29,1,"","","No",NA,"708483A",2021-04-08 18:01:30,2021-03-01,NA
"WR_MD008",2021-04-10,43.249526,-109.192214,"2021.04.10 00:01:30","2021.04.10 00:00:00","2021.04.10 00:01:30","Succeeded","12T",4790111,646754,7.5,"",2021-04-09 18:23:08,1,"","","No",NA,"708483A",2021-04-09 18:01:30,2021-03-01,NA
"WR_MD008",2021-04-11,43.246694,-109.197707,"2021.04.11 00:02:30","2021.04.11 00:00:00","2021.04.11 00:02:30","Succeeded","12T",4789787,646314,7.5,"",2021-04-10 18:23:09,1,"","","No",NA,"708483A",2021-04-10 18:02:30,2021-03-01,NA
"WR_MD008",2021-04-12,43.253732,-109.182258,"2021.04.12 00:01:30","2021.04.12 00:00:00","2021.04.12 00:01:30","Succeeded","12T",4790596,647552,52.5,"",2021-04-11 18:14:00,1,"","","No",NA,"708483A",2021-04-11 18:01:30,2021-03-01,NA
"WR_MD008",2021-04-13,43.247294,-109.184575,"2021.04.13 00:00:30","2021.04.13 00:00:00","2021.04.13 00:00:30","Succeeded","12T",4789877,647379,7.5,"",2021-04-12 18:14:00,1,"","","No",NA,"708483A",2021-04-12 18:00:30,2021-03-01,NA
"WR_MD008",2021-04-14,43.246951,-109.180455,"2021.04.14 00:00:30","2021.04.14 00:00:00","2021.04.14 00:00:30","Succeeded","12T",4789846,647714,7.5,"",2021-04-13 18:22:46,1,"","","No",NA,"708483A",2021-04-13 18:00:30,2021-03-01,NA
"WR_MD008",2021-04-15,43.243003,-109.196591,"2021.04.15 00:00:30","2021.04.15 00:00:00","2021.04.15 00:00:30","Succeeded","12T",4789379,646414,7.5,"",2021-04-14 18:23:09,1,"","","No",NA,"708483A",2021-04-14 18:00:30,2021-03-01,NA
"WR_MD008",2021-04-16,43.250384,-109.1923,"2021.04.16 00:01:30","2021.04.16 00:00:00","2021.04.16 00:01:30","Succeeded","12T",4790207,646744,7.5,"",2021-04-15 18:14:00,1,"","","No",NA,"708483A",2021-04-15 18:01:30,2021-03-01,NA
"WR_MD008",2021-04-17,43.250041,-109.193244,"2021.04.17 00:01:30","2021.04.17 00:00:00","2021.04.17 00:01:30","Succeeded","12T",4790167,646669,7.5,"",2021-04-16 18:23:09,1,"","","No",NA,"708483A",2021-04-16 18:01:30,2021-03-01,NA
"WR_MD008",2021-04-18,43.251243,-109.189467,"2021.04.18 00:01:30","2021.04.18 00:00:00","2021.04.18 00:01:30","Succeeded","12T",4790307,646972,7.5,"",2021-04-17 18:14:01,1,"","","No",NA,"708483A",2021-04-17 18:01:30,2021-03-01,NA
"WR_MD008",2021-04-19,43.247809,-109.195304,"2021.04.19 00:02:30","2021.04.19 00:00:00","2021.04.19 00:02:30","Succeeded","12T",4789915,646507,7.5,"",2021-04-18 18:14:03,1,"","","No",NA,"708483A",2021-04-18 18:02:30,2021-03-01,NA
"WR_MD008",2021-04-20,43.245749,-109.201226,"2021.04.20 00:02:30","2021.04.20 00:00:00","2021.04.20 00:02:30","Succeeded","12T",4789676,646031,22.5,"",2021-04-19 18:14:00,1,"","","No",NA,"708483A",2021-04-19 18:02:30,2021-03-01,NA
"WR_MD008",2021-04-21,43.247209,-109.199424,"2021.04.21 00:01:30","2021.04.21 00:00:00","2021.04.21 00:01:30","Succeeded","12T",4789841,646174,22.5,"",2021-04-20 18:14:00,1,"","","No",NA,"708483A",2021-04-20 18:01:30,2021-03-01,NA
"WR_MD008",2021-04-22,43.248754,-109.193587,"2021.04.22 00:00:30","2021.04.22 00:00:00","2021.04.22 00:00:30","Succeeded","12T",4790023,646644,7.5,"",2021-04-21 18:14:00,1,"","","No",NA,"708483A",2021-04-21 18:00:30,2021-03-01,NA
"WR_MD008",2021-04-23,43.251243,-109.18509,"2021.04.23 00:00:30","2021.04.23 00:00:00","2021.04.23 00:00:30","Succeeded","12T",4790315,647328,7.5,"",2021-04-22 18:14:00,1,"","","No",NA,"708483A",2021-04-22 18:00:30,2021-03-01,NA
"WR_MD008",2021-04-24,43.242145,-109.185348,"2021.04.24 00:01:30","2021.04.24 00:00:00","2021.04.24 00:01:30","Succeeded","12T",4789304,647329,7.5,"",2021-04-23 18:14:01,1,"","","No",NA,"708483A",2021-04-23 18:01:30,2021-03-01,NA
"WR_MD008",2021-04-25,43.240943,-109.183459,"2021.04.25 00:01:30","2021.04.25 00:00:00","2021.04.25 00:01:30","Succeeded","12T",4789174,647485,7.5,"",2021-04-24 18:14:01,1,"","","No",NA,"708483A",2021-04-24 18:01:30,2021-03-01,NA
"WR_MD008",2021-04-26,43.23133,-109.19951,"2021.04.26 00:01:30","2021.04.26 00:00:00","2021.04.26 00:01:30","Succeeded","12T",4788078,646205,22.5,"",2021-04-25 18:14:00,1,"","","No",NA,"708483A",2021-04-25 18:01:30,2021-03-01,NA
"WR_MD008",2021-04-27,43.24266,-109.20054,"2021.04.27 00:01:30","2021.04.27 00:00:00","2021.04.27 00:01:30","Succeeded","12T",4789334,646094,7.5,"",2021-04-26 18:14:00,1,"","","No",NA,"708483A",2021-04-26 18:01:30,2021-03-01,NA
"WR_MD008",2021-04-28,43.24326,-109.179511,"2021.04.28 00:01:30","2021.04.28 00:00:00","2021.04.28 00:01:30","Succeeded","12T",4789438,647800,7.5,"",2021-04-27 18:23:09,1,"","","No",NA,"708483A",2021-04-27 18:01:30,2021-03-01,NA
"WR_MD008",2021-04-29,43.237767,-109.187322,"2021.04.29 00:00:30","2021.04.29 00:00:00","2021.04.29 00:00:30","Succeeded","12T",4788814,647179,7.5,"",2021-04-28 18:14:01,1,"","","No",NA,"708483A",2021-04-28 18:00:30,2021-03-01,NA
"WR_MD008",2021-04-30,43.250384,-109.188008,"2021.04.30 00:00:30","2021.04.30 00:00:00","2021.04.30 00:00:30","Succeeded","12T",4790214,647093,7.5,"",2021-04-29 18:14:01,1,"","","No",NA,"708483A",2021-04-29 18:00:30,2021-03-01,NA
"WR_MD008",2021-05-01,43.23957,-109.194961,"2021.05.01 00:00:30","2021.05.01 00:00:00","2021.05.01 00:00:30","Succeeded","12T",4789001,646554,7.5,"",2021-04-30 18:14:00,1,"","","No",NA,"708483A",2021-04-30 18:00:30,2021-03-01,NA
"WR_MD008",2021-05-02,43.240085,-109.186549,"2021.05.02 00:02:30","2021.05.02 00:00:00","2021.05.02 00:02:30","Succeeded","12T",4789073,647236,22.5,"",2021-05-01 18:22:45,1,"","","No",NA,"708483A",2021-05-01 18:02:30,2021-03-01,NA
"WR_MD008",2021-05-03,43.243775,-109.193587,"2021.05.03 00:00:30","2021.05.03 00:00:00","2021.05.03 00:00:30","Succeeded","12T",4789470,646656,7.5,"",2021-05-02 18:23:08,1,"","","No",NA,"708483A",2021-05-02 18:00:30,2021-03-01,NA
"WR_MD008",2021-05-04,43.248925,-109.188266,"2021.05.04 00:00:30","2021.05.04 00:00:00","2021.05.04 00:00:30","Succeeded","12T",4790052,647075,22.5,"",2021-05-03 18:14:00,1,"","","No",NA,"708483A",2021-05-03 18:00:30,2021-03-01,NA
"WR_MD008",2021-05-05,43.241973,-109.210668,"2021.05.05 00:01:30","2021.05.05 00:00:00","2021.05.05 00:01:30","Succeeded","12T",4789240,645273,7.5,"",2021-05-04 18:14:01,1,"","","No",NA,"708483A",2021-05-04 18:01:30,2021-03-01,NA
"WR_MD008",2021-05-06,43.24163,-109.204316,"2021.05.06 00:01:30","2021.05.06 00:00:00","2021.05.06 00:01:30","Succeeded","12T",4789213,645790,7.5,"",2021-05-05 18:14:01,1,"","","No",NA,"708483A",2021-05-05 18:01:30,2021-03-01,NA
"WR_MD008",2021-05-07,43.230815,-109.200282,"2021.05.07 00:01:30","2021.05.07 00:00:00","2021.05.07 00:01:30","Succeeded","12T",4788019,646143,7.5,"",2021-05-06 18:14:00,1,"","","No",NA,"708483A",2021-05-06 18:01:30,2021-03-01,NA
"WR_MD008",2021-05-08,43.229957,-109.200454,"2021.05.08 00:00:30","2021.05.08 00:00:00","2021.05.08 00:00:30","Succeeded","12T",4787924,646131,7.5,"",2021-05-07 18:14:00,1,"","","No",NA,"708483A",2021-05-07 18:00:30,2021-03-01,NA
"WR_MD008",2021-05-09,43.244634,-109.202256,"2021.05.09 00:01:30","2021.05.09 00:00:00","2021.05.09 00:01:30","Succeeded","12T",4789551,645950,22.5,"",2021-05-08 18:14:00,1,"","","No",NA,"708483A",2021-05-08 18:01:30,2021-03-01,NA
"WR_MD008",2021-05-10,43.239655,-109.204488,"2021.05.10 00:00:30","2021.05.10 00:00:00","2021.05.10 00:00:30","Succeeded","12T",4788994,645781,7.5,"",2021-05-09 18:14:01,1,"","","No",NA,"708483A",2021-05-09 18:00:30,2021-03-01,NA
"WR_MD008",2021-05-11,43.243175,-109.199338,"2021.05.11 00:01:30","2021.05.11 00:00:00","2021.05.11 00:01:30","Succeeded","12T",4789394,646190,22.5,"",2021-05-10 18:14:00,1,"","","No",NA,"708483A",2021-05-10 18:01:30,2021-03-01,NA
"WR_MD008",2021-05-12,43.248754,-109.189639,"2021.05.12 00:01:30","2021.05.12 00:00:00","2021.05.12 00:01:30","Succeeded","12T",4790030,646964,22.5,"",2021-05-11 18:14:01,1,"","","No",NA,"708483A",2021-05-11 18:01:30,2021-03-01,NA
"WR_MD008",2021-05-13,43.245492,-109.201055,"2021.05.13 00:01:30","2021.05.13 00:00:00","2021.05.13 00:01:30","Succeeded","12T",4789648,646045,22.5,"",2021-05-12 18:14:01,1,"","","No",NA,"708483A",2021-05-12 18:01:30,2021-03-01,NA
"WR_MD008",2021-05-14,43.238883,-109.20423,"2021.05.14 00:01:30","2021.05.14 00:00:00","2021.05.14 00:01:30","Succeeded","12T",4788908,645803,22.5,"",2021-05-13 18:30:29,1,"","","No",NA,"708483A",2021-05-13 18:01:30,2021-03-01,NA
"WR_MD008",2021-05-15,43.231416,-109.194446,"2021.05.15 00:01:30","2021.05.15 00:00:00","2021.05.15 00:01:30","Succeeded","12T",4788096,646616,7.5,"",2021-05-14 18:14:00,1,"","","No",NA,"708483A",2021-05-14 18:01:30,2021-03-01,NA
"WR_MD008",2021-05-16,43.249183,-109.18818,"2021.05.16 00:00:30","2021.05.16 00:00:00","2021.05.16 00:00:30","Succeeded","12T",4790080,647082,7.5,"",2021-05-15 18:23:08,1,"","","No",NA,"708483A",2021-05-15 18:00:30,2021-03-01,NA
"WR_MD008",2021-05-17,43.249612,-109.18715,"2021.05.17 00:01:30","2021.05.17 00:00:00","2021.05.17 00:01:30","Succeeded","12T",4790130,647164,37.5,"",2021-05-16 18:14:00,1,"","","No",NA,"708483A",2021-05-16 18:01:30,2021-03-01,NA
"WR_MD008",2021-05-18,43.245835,-109.196763,"2021.05.18 00:01:30","2021.05.18 00:00:00","2021.05.18 00:01:30","Succeeded","12T",4789694,646393,7.5,"",2021-05-17 18:14:00,1,"","","No",NA,"708483A",2021-05-17 18:01:30,2021-03-01,NA
"WR_MD008",2021-05-19,43.244805,-109.202514,"2021.05.19 00:00:30","2021.05.19 00:00:00","2021.05.19 00:00:30","Succeeded","12T",4789569,645929,7.5,"",2021-05-18 18:14:01,1,"","","No",NA,"708483A",2021-05-18 18:00:30,2021-03-01,NA
"WR_MD008",2021-05-20,43.244977,-109.190326,"2021.05.20 00:00:30","2021.05.20 00:00:00","2021.05.20 00:00:30","Succeeded","12T",4789610,646918,7.5,"",2021-05-19 18:14:01,1,"","","No",NA,"708483A",2021-05-19 18:00:30,2021-03-01,NA
"WR_MD008",2021-05-21,43.239312,-109.194789,"2021.05.21 00:00:30","2021.05.21 00:00:00","2021.05.21 00:00:30","Succeeded","12T",4788973,646569,7.5,"",2021-05-20 18:14:01,1,"","","No",NA,"708483A",2021-05-20 18:00:30,2021-03-01,NA
"WR_MD008",2021-05-22,43.242488,-109.19908,"2021.05.22 00:01:30","2021.05.22 00:00:00","2021.05.22 00:01:30","Succeeded","12T",4789318,646213,22.5,"",2021-05-21 18:30:29,1,"","","No",NA,"708483A",2021-05-21 18:01:30,2021-03-01,NA
"WR_MD008",2021-05-23,43.24532,-109.192729,"2021.05.23 00:01:30","2021.05.23 00:00:00","2021.05.23 00:01:30","Succeeded","12T",4789643,646722,7.5,"",2021-05-22 18:14:01,1,"","","No",NA,"708483A",2021-05-22 18:01:30,2021-03-01,NA
"WR_MD008",2021-05-24,43.239312,-109.200711,"2021.05.24 00:01:30","2021.05.24 00:00:00","2021.05.24 00:01:30","Succeeded","12T",4788962,646088,37.5,"",2021-05-23 18:14:01,1,"","","No",NA,"708483A",2021-05-23 18:01:30,2021-03-01,NA
"WR_MD008",2021-05-25,43.234334,-109.215817,"2021.05.25 00:00:30","2021.05.25 00:00:00","2021.05.25 00:00:30","Succeeded","12T",4788383,644873,7.5,"",2021-05-24 18:14:00,1,"","","No",NA,"708483A",2021-05-24 18:00:30,2021-03-01,NA
"WR_MD008",2021-05-26,43.233647,-109.225688,"2021.05.26 00:00:30","2021.05.26 00:00:00","2021.05.26 00:00:30","Succeeded","12T",4788290,644074,7.5,"",2021-05-25 18:14:00,1,"","","No",NA,"708483A",2021-05-25 18:00:30,2021-03-01,NA
"WR_MD008",2021-05-27,43.23751,-109.214616,"2021.05.27 00:01:30","2021.05.27 00:00:00","2021.05.27 00:01:30","Succeeded","12T",4788738,644963,22.5,"",2021-05-26 18:14:01,1,"","","No",NA,"708483A",2021-05-26 18:01:30,2021-03-01,NA
"WR_MD008",2021-05-28,43.242745,-109.202857,"2021.05.28 00:01:30","2021.05.28 00:00:00","2021.05.28 00:01:30","Succeeded","12T",4789340,645906,7.5,"",2021-05-27 18:23:09,1,"","","No",NA,"708483A",2021-05-27 18:01:30,2021-03-01,NA
"WR_MD008",2021-05-29,43.318276,-109.335551,"2021.05.29 00:01:30","2021.05.29 00:00:00","2021.05.29 00:01:30","Succeeded","12T",4797505,634965,7.5,"",2021-05-28 18:23:08,1,"","","No",NA,"708483A",2021-05-28 18:01:30,2021-03-01,NA
"WR_MD008",2021-05-30,43.349347,-109.376063,"2021.05.30 00:00:30","2021.05.30 00:00:00","2021.05.30 00:00:30","Succeeded","12T",4800891,631613,7.5,"",2021-05-29 18:22:46,1,"","","No",NA,"708483A",2021-05-29 18:00:30,2021-03-01,NA
"WR_MD008",2021-05-31,43.38943,-109.415975,"2021.05.31 00:01:30","2021.05.31 00:00:00","2021.05.31 00:01:30","Succeeded","12T",4805280,628294,7.5,"",2021-05-30 18:14:00,1,"","","No",NA,"708483A",2021-05-30 18:01:30,2021-03-01,NA
"WR_MD008",2021-06-01,43.408914,-109.47803,"2021.06.01 00:01:30","2021.06.01 00:00:00","2021.06.01 00:01:30","Succeeded","12T",4807350,623228,7.5,"",2021-05-31 18:14:00,1,"","","No",NA,"708483A",2021-05-31 18:01:30,2021-03-01,NA
"WR_MD008",2021-06-02,43.437324,-109.50953,"2021.06.02 00:00:30","2021.06.02 00:00:00","2021.06.02 00:00:30","Succeeded","12T",4810460,620621,7.5,"",2021-06-01 18:23:10,1,"","","No",NA,"708483A",2021-06-01 18:00:30,2021-03-01,NA
"WR_MD008",2021-06-03,43.467364,-109.535966,"2021.06.03 00:01:30","2021.06.03 00:00:00","2021.06.03 00:01:30","Succeeded","12T",4813758,618423,7.5,"",2021-06-02 18:14:01,1,"","","No",NA,"708483A",2021-06-02 18:01:30,2021-03-01,NA
"WR_MD008",2021-06-04,43.516202,-109.68883,"2021.06.04 00:02:30","2021.06.04 00:00:00","2021.06.04 00:02:30","Succeeded","12T",4818976,605973,22.5,"",2021-06-03 18:23:08,1,"","","No",NA,"708483A",2021-06-03 18:02:30,2021-03-01,NA
"WR_MD008",2021-06-05,43.579803,-109.78951,"2021.06.05 00:01:30","2021.06.05 00:00:00","2021.06.05 00:01:30","Succeeded","12T",4825916,597733,7.5,"",2021-06-04 18:14:00,1,"","","No",NA,"708483A",2021-06-04 18:01:30,2021-03-01,NA
"WR_MD008",2021-06-06,43.596196,-109.879889,"2021.06.06 00:01:30","2021.06.06 00:00:00","2021.06.06 00:01:30","Succeeded","12T",4827634,590411,7.5,"",2021-06-05 18:14:01,1,"","","No",NA,"708483A",2021-06-05 18:01:30,2021-03-01,NA
"WR_MD008",2021-06-07,43.587184,-109.964004,"2021.06.07 00:01:30","2021.06.07 00:00:00","2021.06.07 00:01:30","Succeeded","12T",4826545,583634,7.5,"",2021-06-06 18:23:09,1,"","","No",NA,"708483A",2021-06-06 18:01:30,2021-03-01,NA
"WR_MD008",2021-06-08,43.549161,-110.141244,"2021.06.08 00:00:30","2021.06.08 00:00:00","2021.06.08 00:00:30","Succeeded","12T",4822159,569369,7.5,"",2021-06-07 18:14:01,1,"","","No",NA,"708483A",2021-06-07 18:00:30,2021-03-01,NA
