"Acquisition.Time","Acquisition.Start.Time","GPS.Fix.Time","GPS.Fix.Attempt","GPS.Latitude","GPS.Longitude","GPS.UTM.Zone","GPS.UTM.Northing","GPS.UTM.Easting","GPS.Horizontal.Error","Satellite.Uplink","Receive.Time","Repetition.Count","Low.Voltage","Mortality","Predeployment.Data","Error","Serial_Number","DateTime","StartTrack","AID","Date","Status"
"2021.03.02 00:01:30","2021.03.02 00:00:00","2021.03.02 00:01:30","Succeeded",43.376813,-109.413915,"12T",4803882,628487,7.5,"",2021-03-01 17:05:01,1,"","","No",NA,"707629A",2021-03-01 17:01:30,2021-03-01,"WR_Elk084",2021-03-02,"NA"
"2021.03.03 00:01:30","2021.03.03 00:00:00","2021.03.03 00:01:30","Succeeded",43.360505,-109.433398,"12T",4802041,626943,7.5,"",2021-03-02 17:05:01,1,"","","No",NA,"707629A",2021-03-02 17:01:30,2021-03-01,"WR_Elk084",2021-03-03,"NA"
"2021.03.04 00:01:30","2021.03.04 00:00:00","2021.03.04 00:01:30","Succeeded",43.361878,-109.421811,"12T",4802211,627879,22.5,"",2021-03-03 17:05:01,1,"","","No",NA,"707629A",2021-03-03 17:01:30,2021-03-01,"WR_Elk084",2021-03-04,"NA"
"2021.03.05 00:01:30","2021.03.05 00:00:00","2021.03.05 00:01:30","Succeeded",43.364024,-109.436059,"12T",4802428,626720,7.5,"",2021-03-04 17:05:00,1,"","","No",NA,"707629A",2021-03-04 17:01:30,2021-03-01,"WR_Elk084",2021-03-05,"NA"
"2021.03.06 00:01:30","2021.03.06 00:00:00","2021.03.06 00:01:30","Succeeded",43.371062,-109.451766,"12T",4803186,625433,7.5,"",2021-03-05 17:05:01,1,"","","No",NA,"707629A",2021-03-05 17:01:30,2021-03-01,"WR_Elk084",2021-03-06,"NA"
"2021.03.07 00:02:30","2021.03.07 00:00:00","2021.03.07 00:02:30","Succeeded",43.368573,-109.456143,"12T",4802903,625083,22.5,"",2021-03-06 17:05:00,1,"","","No",NA,"707629A",2021-03-06 17:02:30,2021-03-01,"WR_Elk084",2021-03-07,"NA"
"2021.03.08 00:01:30","2021.03.08 00:00:00","2021.03.08 00:01:30","Succeeded",43.376298,-109.463782,"12T",4803749,624449,7.5,"",2021-03-07 17:05:00,1,"","","No",NA,"707629A",2021-03-07 17:01:30,2021-03-01,"WR_Elk084",2021-03-08,"NA"
"2021.03.09 00:01:30","2021.03.09 00:00:00","2021.03.09 00:01:30","Succeeded",43.364625,-109.459405,"12T",4802460,624827,7.5,"",2021-03-08 17:05:01,1,"","","No",NA,"707629A",2021-03-08 17:01:30,2021-03-01,"WR_Elk084",2021-03-09,"NA"
"2021.03.10 00:01:30","2021.03.10 00:00:00","2021.03.10 00:01:30","Succeeded",43.367801,-109.477773,"12T",4802785,623332,22.5,"",2021-03-09 17:05:01,1,"","","No",NA,"707629A",2021-03-09 17:01:30,2021-03-01,"WR_Elk084",2021-03-10,"NA"
"2021.03.11 00:02:30","2021.03.11 00:00:00","2021.03.11 00:02:30","Succeeded",43.358617,-109.425845,"12T",4801843,627559,7.5,"",2021-03-10 17:05:01,1,"","","No",NA,"707629A",2021-03-10 17:02:30,2021-03-01,"WR_Elk084",2021-03-11,"NA"
"2021.03.12 00:01:30","2021.03.12 00:00:00","2021.03.12 00:01:30","Succeeded",43.38222,-109.396234,"12T",4804510,629908,22.5,"",2021-03-11 17:05:01,1,"","","No",NA,"707629A",2021-03-11 17:01:30,2021-03-01,"WR_Elk084",2021-03-12,"NA"
"2021.03.13 00:01:30","2021.03.13 00:00:00","2021.03.13 00:01:30","Succeeded",43.397498,-109.411168,"12T",4806184,628666,7.5,"",2021-03-12 17:05:01,1,"","","No",NA,"707629A",2021-03-12 17:01:30,2021-03-01,"WR_Elk084",2021-03-13,"NA"
"2021.03.14 00:02:30","2021.03.14 00:00:00","2021.03.14 00:02:30","Succeeded",43.388743,-109.402671,"12T",4805224,629373,7.5,"",2021-03-13 17:05:01,1,"","","No",NA,"707629A",2021-03-13 17:02:30,2021-03-01,"WR_Elk084",2021-03-14,"NA"
"2021.03.15 00:02:30","2021.03.15 00:00:00","2021.03.15 00:02:30","Succeeded",43.385568,-109.390054,"12T",4804892,630402,7.5,"",2021-03-14 18:05:01,1,"","","No",NA,"707629A",2021-03-14 18:02:30,2021-03-01,"WR_Elk084",2021-03-15,"NA"
"2021.03.16 00:01:30","2021.03.16 00:00:00","2021.03.16 00:01:30","Succeeded",43.391747,-109.39898,"12T",4805564,629665,7.5,"",2021-03-15 18:05:01,1,"","","No",NA,"707629A",2021-03-15 18:01:30,2021-03-01,"WR_Elk084",2021-03-16,"NA"
"2021.03.17 00:01:30","2021.03.17 00:00:00","2021.03.17 00:01:30","Succeeded",43.391662,-109.39117,"12T",4805567,630298,7.5,"",2021-03-16 18:05:01,1,"","","No",NA,"707629A",2021-03-16 18:01:30,2021-03-01,"WR_Elk084",2021-03-17,"NA"
"2021.03.18 00:00:30","2021.03.18 00:00:00","2021.03.18 00:00:30","Succeeded",43.398271,-109.376578,"12T",4806323,631466,7.5,"",2021-03-17 18:05:01,1,"","","No",NA,"707629A",2021-03-17 18:00:30,2021-03-01,"WR_Elk084",2021-03-18,"NA"
"2021.03.19 00:00:30","2021.03.19 00:00:00","2021.03.19 00:00:30","Succeeded",43.373551,-109.381557,"12T",4803570,631116,7.5,"",2021-03-18 18:05:01,1,"","","No",NA,"707629A",2021-03-18 18:00:30,2021-03-01,"WR_Elk084",2021-03-19,"NA"
"2021.03.20 00:01:30","2021.03.20 00:00:00","2021.03.20 00:01:30","Succeeded",43.37501,-109.386277,"12T",4803725,630730,7.5,"",2021-03-19 18:05:01,1,"","","No",NA,"707629A",2021-03-19 18:01:30,2021-03-01,"WR_Elk084",2021-03-20,"NA"
"2021.03.21 00:01:30","2021.03.21 00:00:00","2021.03.21 00:01:30","Succeeded",43.386168,-109.407735,"12T",4804931,628968,7.5,"",2021-03-20 18:05:01,1,"","","No",NA,"707629A",2021-03-20 18:01:30,2021-03-01,"WR_Elk084",2021-03-21,"NA"
"2021.03.22 00:01:30","2021.03.22 00:00:00","2021.03.22 00:01:30","Succeeded",43.370719,-109.404216,"12T",4803220,629286,22.5,"",2021-03-21 18:05:01,1,"","","No",NA,"707629A",2021-03-21 18:01:30,2021-03-01,"WR_Elk084",2021-03-22,"NA"
"2021.03.23 00:01:30","2021.03.23 00:00:00","2021.03.23 00:01:30","Succeeded",43.37029,-109.396405,"12T",4803185,629920,37.5,"",2021-03-22 18:05:01,1,"","","No",NA,"707629A",2021-03-22 18:01:30,2021-03-01,"WR_Elk084",2021-03-23,"NA"
"2021.03.24 00:00:30","2021.03.24 00:00:00","2021.03.24 00:00:30","Succeeded",43.371234,-109.385676,"12T",4803306,630787,7.5,"",2021-03-23 18:05:01,1,"","","No",NA,"707629A",2021-03-23 18:00:30,2021-03-01,"WR_Elk084",2021-03-24,"NA"
"2021.03.25 00:00:30","2021.03.25 00:00:00","2021.03.25 00:00:30","Succeeded",43.369517,-109.405932,"12T",4803084,629150,22.5,"",2021-03-24 18:05:01,1,"","","No",NA,"707629A",2021-03-24 18:00:30,2021-03-01,"WR_Elk084",2021-03-25,"NA"
"2021.03.26 00:00:30","2021.03.26 00:00:00","2021.03.26 00:00:30","Succeeded",43.372951,-109.412885,"12T",4803455,628579,7.5,"",2021-03-25 18:05:01,1,"","","No",NA,"707629A",2021-03-25 18:00:30,2021-03-01,"WR_Elk084",2021-03-26,"NA"
"2021.03.27 00:01:30","2021.03.27 00:00:00","2021.03.27 00:01:30","Succeeded",43.380589,-109.409022,"12T",4804309,628876,37.5,"",2021-03-26 18:05:01,1,"","","No",NA,"707629A",2021-03-26 18:01:30,2021-03-01,"WR_Elk084",2021-03-27,"NA"
"2021.03.28 00:01:30","2021.03.28 00:00:00","2021.03.28 00:01:30","Succeeded",43.381963,-109.422584,"12T",4804441,627774,22.5,"",2021-03-27 18:05:01,1,"","","No",NA,"707629A",2021-03-27 18:01:30,2021-03-01,"WR_Elk084",2021-03-28,"NA"
"2021.03.29 00:01:30","2021.03.29 00:00:00","2021.03.29 00:01:30","Succeeded",43.358531,-109.459748,"12T",4801782,624812,22.5,"",2021-03-28 18:05:00,1,"","","No",NA,"707629A",2021-03-28 18:01:30,2021-03-01,"WR_Elk084",2021-03-29,"NA"
"2021.03.30 00:00:30","2021.03.30 00:00:00","2021.03.30 00:00:30","Succeeded",43.3569,-109.460435,"12T",4801600,624760,7.5,"",2021-03-29 18:05:00,1,"","","No",NA,"707629A",2021-03-29 18:00:30,2021-03-01,"WR_Elk084",2021-03-30,"NA"
"2021.03.31 00:01:30","2021.03.31 00:00:00","2021.03.31 00:01:30","Succeeded",43.369088,-109.466357,"12T",4802945,624255,37.5,"",2021-03-30 18:05:01,1,"","","No",NA,"707629A",2021-03-30 18:01:30,2021-03-01,"WR_Elk084",2021-03-31,"NA"
"2021.04.01 00:02:30","2021.04.01 00:00:00","2021.04.01 00:02:30","Succeeded",43.376298,-109.456658,"12T",4803760,625026,22.5,"",2021-03-31 18:05:02,1,"","","No",NA,"707629A",2021-03-31 18:02:30,2021-03-01,"WR_Elk084",2021-04-01,"NA"
"2021.04.02 00:01:30","2021.04.02 00:00:00","2021.04.02 00:01:30","Succeeded",43.381276,-109.455199,"12T",4804315,625134,22.5,"",2021-04-01 18:05:01,1,"","","No",NA,"707629A",2021-04-01 18:01:30,2021-03-01,"WR_Elk084",2021-04-02,"NA"
"2021.04.03 00:00:30","2021.04.03 00:00:00","2021.04.03 00:00:30","Succeeded",43.371749,-109.45374,"12T",4803259,625272,22.5,"",2021-04-02 18:05:01,1,"","","No",NA,"707629A",2021-04-02 18:00:30,2021-03-01,"WR_Elk084",2021-04-03,"NA"
"2021.04.04 00:01:30","2021.04.04 00:00:00","2021.04.04 00:01:30","Succeeded",43.367286,-109.47803,"12T",4802727,623313,22.5,"",2021-04-03 18:05:01,1,"","","No",NA,"707629A",2021-04-03 18:01:30,2021-03-01,"WR_Elk084",2021-04-04,"NA"
"2021.04.05 00:00:30","2021.04.05 00:00:00","2021.04.05 00:00:30","Succeeded",43.391061,-109.494338,"12T",4805344,621944,7.5,"",2021-04-04 18:05:01,1,"","","No",NA,"707629A",2021-04-04 18:00:30,2021-03-01,"WR_Elk084",2021-04-05,"NA"
"2021.04.06 00:01:30","2021.04.06 00:00:00","2021.04.06 00:01:30","Succeeded",43.400331,-109.488416,"12T",4806382,622405,22.5,"",2021-04-05 18:05:00,1,"","","No",NA,"707629A",2021-04-05 18:01:30,2021-03-01,"WR_Elk084",2021-04-06,"NA"
"2021.04.07 00:01:30","2021.04.07 00:00:00","2021.04.07 00:01:30","Succeeded",43.409171,-109.455371,"12T",4807413,625062,7.5,"",2021-04-06 18:05:01,1,"","","No",NA,"707629A",2021-04-06 18:01:30,2021-03-01,"WR_Elk084",2021-04-07,"NA"
"2021.04.08 00:01:30","2021.04.08 00:00:00","2021.04.08 00:01:30","Succeeded",43.412862,-109.49245,"12T",4807768,622053,52.5,"",2021-04-07 18:05:01,1,"","","No",NA,"707629A",2021-04-07 18:01:30,2021-03-01,"WR_Elk084",2021-04-08,"NA"
"2021.04.09 00:01:30","2021.04.09 00:00:00","2021.04.09 00:01:30","Succeeded",43.413205,-109.510903,"12T",4807779,620558,7.5,"",2021-04-08 18:21:30,1,"","","No",NA,"707629A",2021-04-08 18:01:30,2021-03-01,"WR_Elk084",2021-04-09,"NA"
"2021.04.10 00:00:30","2021.04.10 00:00:00","2021.04.10 00:00:30","Succeeded",43.414149,-109.517512,"12T",4807874,620021,7.5,"",2021-04-09 18:05:00,1,"","","No",NA,"707629A",2021-04-09 18:00:30,2021-03-01,"WR_Elk084",2021-04-10,"NA"
"2021.04.11 00:01:30","2021.04.11 00:00:00","2021.04.11 00:01:30","Succeeded",43.407969,-109.505496,"12T",4807205,621006,7.5,"",2021-04-10 18:05:01,1,"","","No",NA,"707629A",2021-04-10 18:01:30,2021-03-01,"WR_Elk084",2021-04-11,"NA"
"2021.04.12 00:01:30","2021.04.12 00:00:00","2021.04.12 00:01:30","Succeeded",43.400416,-109.487815,"12T",4806392,622453,7.5,"",2021-04-11 18:05:01,1,"","","No",NA,"707629A",2021-04-11 18:01:30,2021-03-01,"WR_Elk084",2021-04-12,"NA"
"2021.04.13 00:00:30","2021.04.13 00:00:00","2021.04.13 00:00:30","Succeeded",43.391232,-109.450736,"12T",4805427,625475,7.5,"",2021-04-12 18:14:09,1,"","","No",NA,"707629A",2021-04-12 18:00:30,2021-03-01,"WR_Elk084",2021-04-13,"NA"
"2021.04.14 00:01:30","2021.04.14 00:00:00","2021.04.14 00:01:30","Succeeded",43.387885,-109.415545,"12T",4805109,628332,22.5,"",2021-04-13 18:14:09,1,"","","No",NA,"707629A",2021-04-13 18:01:30,2021-03-01,"WR_Elk084",2021-04-14,"NA"
"2021.04.15 00:02:30","2021.04.15 00:00:00","2021.04.15 00:02:30","Succeeded",43.386426,-109.374776,"12T",4805011,631637,22.5,"",2021-04-14 18:05:01,1,"","","No",NA,"707629A",2021-04-14 18:02:30,2021-03-01,"WR_Elk084",2021-04-15,"NA"
"2021.04.16 00:01:30","2021.04.16 00:00:00","2021.04.16 00:01:30","Succeeded",43.398185,-109.409537,"12T",4806262,628797,7.5,"",2021-04-15 18:05:01,1,"","","No",NA,"707629A",2021-04-15 18:01:30,2021-03-01,"WR_Elk084",2021-04-16,"NA"
"2021.04.17 00:01:30","2021.04.17 00:00:00","2021.04.17 00:01:30","Succeeded",43.391147,-109.408507,"12T",4805482,628895,7.5,"",2021-04-16 18:05:01,1,"","","No",NA,"707629A",2021-04-16 18:01:30,2021-03-01,"WR_Elk084",2021-04-17,"NA"
"2021.04.18 00:01:30","2021.04.18 00:00:00","2021.04.18 00:01:30","Succeeded",43.365483,-109.453568,"12T",4802564,625298,7.5,"",2021-04-17 18:05:01,1,"","","No",NA,"707629A",2021-04-17 18:01:30,2021-03-01,"WR_Elk084",2021-04-18,"NA"
"2021.04.19 00:02:30","2021.04.19 00:00:00","2021.04.19 00:02:30","Succeeded",43.376641,-109.473481,"12T",4803773,623662,7.5,"",2021-04-18 18:05:00,1,"","","No",NA,"707629A",2021-04-18 18:02:30,2021-03-01,"WR_Elk084",2021-04-19,"NA"
"2021.04.20 00:01:30","2021.04.20 00:00:00","2021.04.20 00:01:30","Succeeded",43.400588,-109.455543,"12T",4806459,625066,22.5,"",2021-04-19 18:05:01,1,"","","No",NA,"707629A",2021-04-19 18:01:30,2021-03-01,"WR_Elk084",2021-04-20,"NA"
"2021.04.21 00:01:30","2021.04.21 00:00:00","2021.04.21 00:01:30","Succeeded",43.393121,-109.409623,"12T",4805700,628800,7.5,"",2021-04-20 18:14:09,1,"","","No",NA,"707629A",2021-04-20 18:01:30,2021-03-01,"WR_Elk084",2021-04-21,"NA"
"2021.04.22 00:01:30","2021.04.22 00:00:00","2021.04.22 00:01:30","Succeeded",43.402734,-109.378552,"12T",4806816,631296,37.5,"",2021-04-21 18:05:01,1,"","","No",NA,"707629A",2021-04-21 18:01:30,2021-03-01,"WR_Elk084",2021-04-22,"NA"
"2021.04.23 00:00:30","2021.04.23 00:00:00","2021.04.23 00:00:30","Succeeded",43.387113,-109.413142,"12T",4805027,628528,7.5,"",2021-04-22 18:05:01,1,"","","No",NA,"707629A",2021-04-22 18:00:30,2021-03-01,"WR_Elk084",2021-04-23,"NA"
"2021.04.24 00:01:30","2021.04.24 00:00:00","2021.04.24 00:01:30","Succeeded",43.404965,-109.379239,"12T",4807063,631236,52.5,"",2021-04-23 18:05:01,1,"","","No",NA,"707629A",2021-04-23 18:01:30,2021-03-01,"WR_Elk084",2021-04-24,"NA"
"2021.04.25 00:00:30","2021.04.25 00:00:00","2021.04.25 00:00:30","Succeeded",43.398528,-109.380527,"12T",4806346,631145,7.5,"",2021-04-24 18:05:01,1,"","","No",NA,"707629A",2021-04-24 18:00:30,2021-03-01,"WR_Elk084",2021-04-25,"NA"
"2021.04.26 00:00:30","2021.04.26 00:00:00","2021.04.26 00:00:30","Succeeded",43.36926,-109.407907,"12T",4803053,628990,22.5,"",2021-04-25 18:05:01,1,"","","No",NA,"707629A",2021-04-25 18:00:30,2021-03-01,"WR_Elk084",2021-04-26,"NA"
"2021.04.27 00:00:30","2021.04.27 00:00:00","2021.04.27 00:00:30","Succeeded",43.388486,-109.376149,"12T",4805237,631522,7.5,"",2021-04-26 18:05:01,1,"","","No",NA,"707629A",2021-04-26 18:00:30,2021-03-01,"WR_Elk084",2021-04-27,"NA"
"2021.04.28 00:01:30","2021.04.28 00:00:00","2021.04.28 00:01:30","Succeeded",43.400331,-109.377351,"12T",4806551,631399,22.5,"",2021-04-27 18:14:09,1,"","","No",NA,"707629A",2021-04-27 18:01:30,2021-03-01,"WR_Elk084",2021-04-28,"NA"
"2021.04.29 00:02:30","2021.04.29 00:00:00","2021.04.29 00:02:30","Succeeded",43.386426,-109.407563,"12T",4804960,628982,7.5,"",2021-04-28 18:05:02,1,"","","No",NA,"707629A",2021-04-28 18:02:30,2021-03-01,"WR_Elk084",2021-04-29,"NA"
"2021.04.30 00:00:30","2021.04.30 00:00:00","2021.04.30 00:00:30","Succeeded",43.388228,-109.417176,"12T",4805145,628199,7.5,"",2021-04-29 18:05:01,1,"","","No",NA,"707629A",2021-04-29 18:00:30,2021-03-01,"WR_Elk084",2021-04-30,"NA"
"2021.05.01 00:01:30","2021.05.01 00:00:00","2021.05.01 00:01:30","Succeeded",43.367372,-109.446959,"12T",4802783,625830,52.5,"",2021-04-30 18:05:00,1,"","","No",NA,"707629A",2021-04-30 18:01:30,2021-03-01,"WR_Elk084",2021-05-01,"NA"
"2021.05.02 00:02:30","2021.05.02 00:00:00","2021.05.02 00:02:30","Succeeded",43.37707,-109.448934,"12T",4803857,625650,22.5,"",2021-05-01 18:05:01,1,"","","No",NA,"707629A",2021-05-01 18:02:30,2021-03-01,"WR_Elk084",2021-05-02,"NA"
"2021.05.03 00:01:30","2021.05.03 00:00:00","2021.05.03 00:01:30","Succeeded",43.375955,-109.430051,"12T",4803762,627182,7.5,"",2021-05-02 18:05:01,1,"","","No",NA,"707629A",2021-05-02 18:01:30,2021-03-01,"WR_Elk084",2021-05-03,"NA"
"2021.05.04 00:01:30","2021.05.04 00:00:00","2021.05.04 00:01:30","Succeeded",43.3884,-109.422669,"12T",4805156,627754,22.5,"",2021-05-03 18:05:01,1,"","","No",NA,"707629A",2021-05-03 18:01:30,2021-03-01,"WR_Elk084",2021-05-04,"NA"
"2021.05.05 00:01:30","2021.05.05 00:00:00","2021.05.05 00:01:30","Succeeded",43.384881,-109.418807,"12T",4804771,628074,22.5,"",2021-05-04 18:05:01,1,"","","No",NA,"707629A",2021-05-04 18:01:30,2021-03-01,"WR_Elk084",2021-05-05,"NA"
"2021.05.06 00:01:30","2021.05.06 00:00:00","2021.05.06 00:01:30","Succeeded",43.372178,-109.448075,"12T",4803315,625730,7.5,"",2021-05-05 18:05:01,1,"","","No",NA,"707629A",2021-05-05 18:01:30,2021-03-01,"WR_Elk084",2021-05-06,"NA"
"2021.05.07 00:01:30","2021.05.07 00:00:00","2021.05.07 00:01:30","Succeeded",43.37604,-109.43975,"12T",4803757,626396,52.5,"",2021-05-06 18:05:00,1,"","","No",NA,"707629A",2021-05-06 18:01:30,2021-03-01,"WR_Elk084",2021-05-07,"NA"
"2021.05.08 00:01:30","2021.05.08 00:00:00","2021.05.08 00:01:30","Succeeded",43.372092,-109.449105,"12T",4803304,625646,7.5,"",2021-05-07 18:05:00,1,"","","No",NA,"707629A",2021-05-07 18:01:30,2021-03-01,"WR_Elk084",2021-05-08,"NA"
"2021.05.09 00:01:30","2021.05.09 00:00:00","2021.05.09 00:01:30","Succeeded",43.377328,-109.459834,"12T",4803870,624766,7.5,"",2021-05-08 18:14:09,1,"","","No",NA,"707629A",2021-05-08 18:01:30,2021-03-01,"WR_Elk084",2021-05-09,"NA"
"2021.05.10 00:00:30","2021.05.10 00:00:00","2021.05.10 00:00:30","Succeeded",43.378444,-109.456573,"12T",4803998,625028,7.5,"",2021-05-09 18:05:01,1,"","","No",NA,"707629A",2021-05-09 18:00:30,2021-03-01,"WR_Elk084",2021-05-10,"NA"
"2021.05.11 00:01:30","2021.05.11 00:00:00","2021.05.11 00:01:30","Succeeded",43.385224,-109.422326,"12T",4804803,627788,22.5,"",2021-05-10 18:05:01,1,"","","No",NA,"707629A",2021-05-10 18:01:30,2021-03-01,"WR_Elk084",2021-05-11,"NA"
"2021.05.12 00:01:30","2021.05.12 00:00:00","2021.05.12 00:01:30","Succeeded",43.38634,-109.411168,"12T",4804944,628690,22.5,"",2021-05-11 18:05:01,1,"","","No",NA,"707629A",2021-05-11 18:01:30,2021-03-01,"WR_Elk084",2021-05-12,"NA"
"2021.05.13 00:00:30","2021.05.13 00:00:00","2021.05.13 00:00:30","Succeeded",43.378615,-109.442668,"12T",4804038,626154,7.5,"",2021-05-12 18:05:00,1,"","","No",NA,"707629A",2021-05-12 18:00:30,2021-03-01,"WR_Elk084",2021-05-13,"NA"
"2021.05.14 00:00:30","2021.05.14 00:00:00","2021.05.14 00:00:30","Succeeded",43.373981,-109.452281,"12T",4803509,625385,7.5,"",2021-05-13 18:05:00,1,"","","No",NA,"707629A",2021-05-13 18:00:30,2021-03-01,"WR_Elk084",2021-05-14,"NA"
"2021.05.15 00:00:30","2021.05.15 00:00:00","2021.05.15 00:00:30","Succeeded",43.367372,-109.399495,"12T",4802856,629676,52.5,"",2021-05-14 18:05:00,1,"","","No",NA,"707629A",2021-05-14 18:00:30,2021-03-01,"WR_Elk084",2021-05-15,"NA"
"2021.05.16 00:00:30","2021.05.16 00:00:00","2021.05.16 00:00:30","Succeeded",43.369346,-109.404645,"12T",4803067,629254,22.5,"",2021-05-15 18:05:00,1,"","","No",NA,"707629A",2021-05-15 18:00:30,2021-03-01,"WR_Elk084",2021-05-16,"NA"
"2021.05.17 00:01:30","2021.05.17 00:00:00","2021.05.17 00:01:30","Succeeded",43.373122,-109.451165,"12T",4803416,625477,22.5,"",2021-05-16 18:05:00,1,"","","No",NA,"707629A",2021-05-16 18:01:30,2021-03-01,"WR_Elk084",2021-05-17,"NA"
"2021.05.18 00:00:30","2021.05.18 00:00:00","2021.05.18 00:00:30","Succeeded",43.373466,-109.451165,"12T",4803454,625477,7.5,"",2021-05-17 18:05:01,1,"","","No",NA,"707629A",2021-05-17 18:00:30,2021-03-01,"WR_Elk084",2021-05-18,"NA"
"2021.05.19 00:01:30","2021.05.19 00:00:00","2021.05.19 00:01:30","Succeeded",43.35278,-109.455028,"12T",4801151,625206,37.5,"",2021-05-18 18:05:01,1,"","","No",NA,"707629A",2021-05-18 18:01:30,2021-03-01,"WR_Elk084",2021-05-19,"NA"
"2021.05.20 00:01:30","2021.05.20 00:00:00","2021.05.20 00:01:30","Succeeded",43.370376,-109.386706,"12T",4803210,630705,22.5,"",2021-05-19 18:05:01,1,"","","No",NA,"707629A",2021-05-19 18:01:30,2021-03-01,"WR_Elk084",2021-05-20,"NA"
"2021.05.21 00:01:30","2021.05.21 00:00:00","2021.05.21 00:01:30","Succeeded",43.370805,-109.390311,"12T",4803252,630412,37.5,"",2021-05-20 18:05:00,1,"","","No",NA,"707629A",2021-05-20 18:01:30,2021-03-01,"WR_Elk084",2021-05-21,"NA"
"2021.05.22 00:01:30","2021.05.22 00:00:00","2021.05.22 00:01:30","Succeeded",43.369517,-109.388595,"12T",4803111,630554,37.5,"",2021-05-21 18:05:01,1,"","","No",NA,"707629A",2021-05-21 18:01:30,2021-03-01,"WR_Elk084",2021-05-22,"NA"
"2021.05.23 00:02:30","2021.05.23 00:00:00","2021.05.23 00:02:30","Succeeded",43.378444,-109.402156,"12T",4804082,629436,22.5,"",2021-05-22 18:05:01,1,"","","No",NA,"707629A",2021-05-22 18:02:30,2021-03-01,"WR_Elk084",2021-05-23,"NA"
"2021.05.24 00:01:30","2021.05.24 00:00:00","2021.05.24 00:01:30","Succeeded",43.372779,-109.404473,"12T",4803449,629261,22.5,"",2021-05-23 18:05:01,1,"","","No",NA,"707629A",2021-05-23 18:01:30,2021-03-01,"WR_Elk084",2021-05-24,"NA"
"2021.05.25 00:00:30","2021.05.25 00:00:00","2021.05.25 00:00:30","Succeeded",43.365312,-109.410224,"12T",4802611,628811,7.5,"",2021-05-24 18:05:01,1,"","","No",NA,"707629A",2021-05-24 18:00:30,2021-03-01,"WR_Elk084",2021-05-25,"NA"
"2021.05.26 00:01:30","2021.05.26 00:00:00","2021.05.26 00:01:30","Succeeded",43.368058,-109.447989,"12T",4802858,625745,37.5,"",2021-05-25 18:05:01,1,"","","No",NA,"707629A",2021-05-25 18:01:30,2021-03-01,"WR_Elk084",2021-05-26,"NA"
"2021.05.27 00:00:30","2021.05.27 00:00:00","2021.05.27 00:00:30","Succeeded",43.372865,-109.452195,"12T",4803385,625394,7.5,"",2021-05-26 18:05:01,1,"","","No",NA,"707629A",2021-05-26 18:00:30,2021-03-01,"WR_Elk084",2021-05-27,"NA"
"2021.05.28 00:00:30","2021.05.28 00:00:00","2021.05.28 00:00:30","Succeeded",43.386941,-109.464641,"12T",4804930,624357,22.5,"",2021-05-27 18:05:01,1,"","","No",NA,"707629A",2021-05-27 18:00:30,2021-03-01,"WR_Elk084",2021-05-28,"NA"
"2021.05.29 00:01:30","2021.05.29 00:00:00","2021.05.29 00:01:30","Succeeded",43.390288,-109.494681,"12T",4805257,621917,7.5,"",2021-05-28 18:05:01,1,"","","No",NA,"707629A",2021-05-28 18:01:30,2021-03-01,"WR_Elk084",2021-05-29,"NA"
"2021.05.30 00:00:30","2021.05.30 00:00:00","2021.05.30 00:00:30","Succeeded",43.391404,-109.477172,"12T",4805407,623333,7.5,"",2021-05-29 18:05:01,1,"","","No",NA,"707629A",2021-05-29 18:00:30,2021-03-01,"WR_Elk084",2021-05-30,"NA"
"2021.05.31 00:01:30","2021.05.31 00:00:00","2021.05.31 00:01:30","Succeeded",43.389945,-109.476743,"12T",4805246,623371,37.5,"",2021-05-30 18:05:00,1,"","","No",NA,"707629A",2021-05-30 18:01:30,2021-03-01,"WR_Elk084",2021-05-31,"NA"
"2021.06.01 00:00:30","2021.06.01 00:00:00","2021.06.01 00:00:30","Succeeded",43.400331,-109.493651,"12T",4806374,621981,7.5,"",2021-05-31 18:05:01,1,"","","No",NA,"707629A",2021-05-31 18:00:30,2021-03-01,"WR_Elk084",2021-06-01,"NA"
"2021.06.02 00:00:30","2021.06.02 00:00:00","2021.06.02 00:00:30","Succeeded",43.40385,-109.4873,"12T",4806774,622488,7.5,"",2021-06-01 18:05:01,1,"","","No",NA,"707629A",2021-06-01 18:00:30,2021-03-01,"WR_Elk084",2021-06-02,"NA"
"2021.06.03 00:01:30","2021.06.03 00:00:00","2021.06.03 00:01:30","Succeeded",43.368659,-109.545064,"12T",4802783,617879,7.5,"",2021-06-02 18:05:01,1,"","","No",NA,"707629A",2021-06-02 18:01:30,2021-03-01,"WR_Elk084",2021-06-03,"NA"
"2021.06.04 00:00:30","2021.06.04 00:00:00","2021.06.04 00:00:30","Succeeded",43.404536,-109.495797,"12T",4806838,621799,7.5,"",2021-06-03 18:05:01,1,"","","No",NA,"707629A",2021-06-03 18:00:30,2021-03-01,"WR_Elk084",2021-06-04,"NA"
"2021.06.05 00:01:30","2021.06.05 00:00:00","2021.06.05 00:01:30","Succeeded",43.389773,-109.489188,"12T",4805208,622363,22.5,"",2021-06-04 18:14:09,1,"","","No",NA,"707629A",2021-06-04 18:01:30,2021-03-01,"WR_Elk084",2021-06-05,"NA"
